"SMILES","HMDB.ID","lab.id","b'Metabolite.name'","M","m/z","CCS","adducts","formal.charge","physiological.charge","predicted.logp.ALOGPS","predicted.logp.ChemAxon","logs","pka.strongest.acidic","pka.strongest.basic","acceptor.count","donor.count","polar.surface.area","rotatable.bond.count","refractivity","polarizability"
"CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","HMDB01521","L0296","b'Myristoyl-coenzyme A'","977.3136","976.3058","290.646913","[M-H]","0","-4","1.84","-1.4","-2.65","0.83","4.95","17","9","363.63","32","227.45","96.43"
"NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1","HMDB01532","L0050","b""2'-Deoxyadenosine 5'-triphosphate (dATP)""","491.0008","489.993","183.7786738","[M-H]","0","-3","-0.66","-5.3","-2.11","0.9","5.01","13","6","258.9","8","94.3","38.05"
"[H][C@@]12CN(CN1C1=C(NC2)N=C(N)NC1=O)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O","HMDB01533","L0305","b'5,10-methylene-THF'","457.171","456.1632","192.06337","[M-H]","0","-2","-0.94","-2","-2.75","2.93","4.6","11","6","189.69","7","123.96","46"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O","HMDB01546","L0063","b""Cytidine 5'-diphosphate (CDP)""","403.0182","402.0104","171.3078312","[M-H]","0","-2","-1.38","-3.6","-1.6","1.77","-0.52","11","6","221.67","6","76.29","31.39"
"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C)C(=O)CO","HMDB01547","S0326","b'Corticosterone'","346.2144","345.2066","186.45682","[M-H]","0","0","2.09","2.02","-3.88","13.86","-0.26","4","2","74.6","2","96","38.79"
"CCCCCCCCCCCCCCCC=O","HMDB01551","L0346","b'Palmitaldehyde'","240.2453","239.2375","163.3608851","[M-H]","0","0","7.18","6.1","-6.61","15.56","-6.9","1","0","17.07","14","76.16","33.39"
"O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1NC(=O)NC2=O","HMDB01554","L0308","b'Xanthylic acid \xef\xbc\x88XMP)'","364.042","363.0342","164.7384639","[M-H]","0","-2","-1.95","-2.2","-2.17","1.26","0.069","9","6","192.47","4","73.08","29.99"
"NC1=NC2=C(N(C=O)C(CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)CN2)C(=O)N1","HMDB01562","S0299","b'Folinic acid'","473.1659","472.1581","196.2592375","[M-H]","0","-2","-0.46","-3.4","-3.2","3.18","4.33","11","7","215.55","9","126.66","46.59"
"CCCCC\C=C\C(O)=O","HMDB01568","S0300","b'trans-2-Octenoic acid'","142.0994","141.0916","141.1339261","[M-H]","0","-1","3.01","2.7","-2.28","5.25","NA","2","1","37.3","5","41.37","16.45"
"OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O","HMDB01586","L0283","b'alpha-D-Glucose 1-phosphate'","260.0297","259.0219","145.475672","[M-H]","0","-2","-2","-3.1","-0.91","1.16","-3","8","6","156.91","3","46.8","20.66"
"CCCC[C@H](N)C(O)=O","HMDB01645","S0209","b'L-Norleucine'","131.0946","130.0868","129.022562","[M-H]","0","0","-1.74","-1.4","-0.17","2.79","9.53","3","2","63.32","4","34.22","14.46"
"[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","HMDB01830","S0285","b'Progesterone'","314.2246","313.2168","182.1302988","[M-H]","0","0","3.58","4.15","-4.76","18.92","-4.8","2","0","34.14","1","92.71","37.15"
"NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)N2)N1","HMDB01846","L0099","b'Tetrahydrofolate'","445.171","444.1632","195.3615445","[M-H]","0","-2","-0.96","-2.8","-3.22","3.51","3.58","12","8","207.27","9","121.39","43.38"
"CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O","HMDB01852","L0184","b'All-trans-retinoic acid (Vitamin A acid)'","300.2089","299.2011","203.4198424","[M-H]","0","-1","5.66","5.01","-4.8","5","NA","2","1","37.3","5","97.79","36.62"
"OCCC1=CNC2=CC=C(O)C=C12","HMDB01855","L0204","b'5-Hydroxytryptophol (5HTOL)'","177.079","176.0712","134.491085","[M-H]","0","0","0.91","1.29","-1.91","9.56","-2.4","2","3","56.25","2","50.7","18.86"
"OC(=O)C1=CC(O)=C(O)C=C1","HMDB01856","L0432","b'3,4-Dihydroxybenzoate \xef\xbc\x88Protocatechuic acid\xef\xbc\x89'","154.0266","153.0188","120.4452916","[M-H]","0","-1","1.32","1.02","-1.1","4.16","-6.3","4","3","77.76","1","37.28","13.85"
"CN1C2=C(NC(=O)N2)C(=O)N(C)C1=O","HMDB01857","S0210","b'1,3-Dimethyluric acid'","196.0596","195.0518","134.2428663","[M-H]","0","0","-0.74","-1.1","-1.35","7.74","-5.9","3","2","81.75","0","55.42","17.74"
"CN1C=NC2=C1C(=O)N(C)C(=O)N2","HMDB01860","S0370","b'1,7-Dimethylxanthine'","180.0647","179.0569","133.2400432","[M-H]","0","0","-0.63","0.24","-1.3","10.76","-0.87","3","1","67.23","0","46.72","16.87"
"OC(C(O)=O)C1=CC=C(O)C(O)=C1","HMDB01866","L0359","b'3,4-Dihydroxymandelic acid'","184.0372","183.0294","135.0008234","[M-H]","0","-1","0.72","0.29","-1.24","2.98","-4.1","5","4","97.99","2","42.67","16.55"
"NC1=CC=C(C=C1)C(=O)NCC(O)=O","HMDB01867","S0093","b'Aminohippuric acid'","194.0691","193.0613","147.5516757","[M-H]","0","-1","0","-1","-1.79","2.7","4.24","4","3","92.42","3","50.82","19.13"
"OC(=O)C1=CC=CC=C1","HMDB01870","S0321","b'Benzoic acid'","122.0368","121.029","121.8395292","[M-H]","0","-1","1.72","1.63","-1.24","4.08","NA","2","1","37.3","1","33.31","11.97"
"CN1C2=C(NC=N2)C(=O)NC1=O","HMDB01886","S0231","b'3-Methylxanthine'","166.0491","165.0413","124.4836505","[M-H]","0","0","-0.46","-0.99","-1.12","7.86","-0.76","3","2","78.09","0","40.04","14.75"
"CN1C2=C(NC=N2)C(=O)N(C)C1=O","HMDB01889","S0232","b'Theophylline'","180.0647","179.0569","130.1390137","[M-H]","0","0","-0.26","-0.77","-0.9","7.82","-0.78","3","1","69.3","0","44.93","16.86"
"CC1=CC(=O)C2=CC=CC=C2C1=O","HMDB01892","S0264","b'Menadione (Vitamin K3)'","172.0524","171.0446","129.7892452","[M-H]","0","0","1.91","1.89","-2.53","12.94","-7.2","2","0","34.14","0","50.54","17.64"
"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C","HMDB01893","L0181","b'alpha-Tocopherol (Vitamin E)'","430.3811","429.3733","208.5159901","[M-H]","0","0","8.84","10.51","-7.79","10.8","-4.9","2","1","29.46","12","135.37","55.29"
"COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O","HMDB01894","L0047","b'Aspartame'","294.1216","293.1138","166.7128885","[M-H]","0","0","-1.18","-2.2","-2.65","3.53","8.53","5","3","118.72","8","73.22","29.58"
"OC(=O)\C=C/C1=CC=C(O)C(O)=C1","HMDB01964","S0278","b'Caffeic Acid'","180.0423","179.0345","130.7142967","[M-H]","0","-1","1.67","1.53","-2.05","3.14","-6.3","4","3","77.76","2","47.02","17.13"
"CN1C2=C(NC(=O)N2)C(=O)NC1=O","HMDB01970","L0199","b'3-Methyluric acid'","182.044","181.0362","128.8558981","[M-H]","0","0","-1.04","-1.3","-1.68","7.66","-6.3","3","3","90.54","0","50.53","15.62"
"NC1=CC=CC(C(O)=O)=C1O","HMDB01972","S0211","b'3-Aminosalicylic acid'","153.0426","152.0348","122.0682625","[M-H]","0","-1","0.84","0.27","-1.17","2.9","4.17","4","3","83.55","1","40","14.21"
"CN1C(=O)NC2=C1C(=O)NC(=O)N2C","HMDB01982","S0260","b'3,7-Dimethyluric acid'","196.0596","195.0518","133.9470173","[M-H]","0","0","-0.61","-1.1","-1.31","8.13","-6","3","2","81.75","0","55.42","17.69"
"C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12","HMDB01983","L0179","b""5'-Deoxyadenosine""","251.1018","250.094","151.9050003","[M-H]","0","0","-0.52","-1","-1.41","12.48","4.99","7","3","119.31","1","61.65","24.26"
"CN1C=NC2=C1C(=O)NC(=O)N2","HMDB01991","S0225","b'7-Methylxanthine'","166.0491","165.0413","128.7507294","[M-H]","0","0","-0.59","0.017","-1.38","9.31","-0.85","3","2","76.02","0","41.82","14.77"
"CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O","HMDB01999","L0143","b'Eicosapentaenoic acid'","302.2246","301.2168","178.5347452","[M-H]","0","-1","6.53","6.23","-6.02","4.82","NA","2","1","37.3","13","101.07","35.93"
"CCCCCCCCCCCCCCCCCCCCCCCC(O)=O","HMDB02003","L0302","b'Tetracosanoic acid'","368.3654","367.3582","197.9310403","[M-H]","0","-1","9.56","9.81","-7.21","4.95","NA","2","1","37.3","22","113.89","51.57"
"COC1=CC2=C(NC=C2CCN(C)C)C=C1","HMDB02004","L0198","b'5-Methoxydimethyltryptamine'","218.1419","217.1341","153.7590478","[M-H]","0","1","2.38","2.14","-2.48","17.44","9.58","2","1","28.26","4","66.91","25.47"
"OC(=O)\C=C\C1=CC=C(O)C=C1","HMDB02035","L0258","b'4-Hydroxycinnamic acid'","164.0473","163.0395","129.2724238","[M-H]","0","-1","1.74","1.83","-2.21","4","-6","3","2","57.53","2","45.04","16.43"
"CNCCCC[C@H](N)C(O)=O","HMDB02038","L0208","b'N6-Methyl-L-lysine'","160.1212","159.1134","134.2069627","[M-H]","0","1","-2.37","-2.9","-0.49","2.8","10.58","4","3","75.35","6","42.58","18.04"
"COC1=CC=C(\C=C\C(O)=O)C=C1","HMDB02040","S0234","b'4-Methoxycinnamic acid'","178.063","177.0552","146.2790125","[M-H]","0","-1","2.37","1.98","-2.51","4.11","-4.8","3","1","46.53","3","49.52","18.34"
"CC(=O)NCCCCN","HMDB02064","L0083","b'N-Acetylputrescine'","130.1106","129.1028","127.2179863","[M-H]","0","1","-0.84","-1","0.04","16.48","9.9","2","2","55.12","4","36.82","15.28"
"CCCCCCCC\C=C/CCCCCCCCCCCC(O)=O","HMDB02068","S0288","b'Erucic acid'","338.3185","337.3107","188.5018186","[M-H]","0","-1","8.97","8.56","-7.17","4.95","NA","2","1","37.3","19","105.81","45.6"
"CC(=O)NCCCCNCCCN","HMDB02189","L0220","b'N8-Acetylspermidine'","187.1685","186.1607","146.3362655","[M-H]","0","2","-0.48","-1.3","-1.63","16.53","10.59","3","3","67.15","8","54.41","23.1"
"N[C@@H](CCS(O)(=O)=O)C(O)=O","HMDB02205","S0114","b'L-homocysteic acid'","183.0201","203.9943","132.5638252","[M+Na-2H]","0","-1","-2.35","-2.9","-0.45","-1.3","9.51","6","3","117.69","4","35.3","15.69"
"CCCCCCCCCCCCCCCCCCCC(O)=O","HMDB02212","S0337","b'Arachidic acid'","312.3028","311.295","183.4129713","[M-H]","0","-1","8.53","8.03","-6.8","4.95","NA","2","1","37.3","18","95.49","42.91"
"CCCCCCCCCCCCCCCCC(O)=O","HMDB02259","S0367","b'Heptadecanoic acid'","270.2559","269.2481","170.7831761","[M-H]","0","-1","7.66","6.7","-6.25","4.95","NA","2","1","37.3","15","81.68","36.49"
"COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O","HMDB02269","L0203","b'Curcumin'","368.126","389.1002","178.8215463","[M+Na-2H]","0","0","3.62","4.12","-4.81","9.06","-4.4","6","2","93.06","8","103.81","38.12"
"N[C@@H](CC(O)C([O-])=O)C([O-])=O","HMDB02273","L0386","b'L-Erythro-4-Hydroxyglutamic acid'","163.0481","144.0297","123.8618409","[M-H2O-H]","-2","-1","-1.48","-4.2","0.46","1.68","9.16","6","2","126.51","4","54.41","13.34"
"CC(=O)NCCCCCN","HMDB02284","S0249","b'N-Acetylcadaverine'","144.1263","143.1185","131.7713004","[M-H]","0","1","-0.4","-0.58","-0.78","16.53","10.21","2","2","55.12","5","41.42","17.36"
"COC1=CC2=C(NC=C2C[C@H](N)C(O)=O)C=C1","HMDB02339","L0131","b'5-methoxytryptophan'","234.1004","233.0926","154.3558371","[M-H]","0","0","-1.03","-1.2","-2.11","2.22","9.42","4","3","88.34","4","62.67","24"
"CCCCCCCC\C=C/CCCCCCCCCCCCCC(O)=O","HMDB02368","L0339","b'Nervonic acid'","366.3498","365.342","196.3207222","[M-H]","0","-1","9.45","9.45","-7.32","4.95","NA","2","1","37.3","21","115.01","49.83"
"C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O","HMDB02369","L0361","b'9-cis-Retinoic acid'","300.2089","299.2011","200.0060803","[M-H]","0","-1","5.66","5.01","-4.8","5","NA","2","1","37.3","5","97.79","35.95"
"OC(=O)C1=CC(O)=CC=C1","HMDB02466","S0388","b'3-Hydroxybenzoate'","138.0317","137.0239","125.3994703","[M-H]","0","-1","1.81","1.33","-1.13","3.84","-6","3","2","57.53","1","35.3","12.92"
"O[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O","HMDB02545","S0349","b'D-galacturonic acid'","194.0427","193.0349","128.2955567","[M-H]","0","-1","-2.32","-3.2","-0.29","3.24","-3.7","7","5","135.29","5","37.21","16.23"
"OC(=O)\C=C\C1=CC=CC=C1O","HMDB02641","S0348","b'tras-2-Hydroxycinnamic acid'","164.0473","163.0395","127.3361445","[M-H]","0","-1","1.9","1.83","-2.15","4.04","-6","3","2","57.53","2","45.04","16.11"
"OC(=O)C1=CN=C(O)C=C1","HMDB02658","S0263","b'6-Hydroxynicotinic acid'","139.0269","138.0191","118.5188972","[M-H]","0","-1","0.71","0.7","-1.01","3.77","0.51","4","2","70.42","1","33.45","12.31"
"[H][C@@]12CC[C@H]([C@H](C)CCC=C(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","HMDB02719","L0399","b'Desmosterol'","384.3392","383.3314","210.0490615","[M-H]","0","0","6.62","6.71","-6.53","18.2","-1.4","1","1","20.23","4","121.47","49.6"
"NC(CS(O)(=O)=O)C(O)=O","HMDB02757","S0369","b'L-Cysteic acid'","169.00445","167.99665","120.549653","[M-H]","0","-1","-2.39","-3","-0.36","-1.7","8.79","6","3","117.69","3","30.43","13.56"
"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","HMDB02802","S0359","b'Cortisone'","360.1937","341.1753","180.0695718","[M-H2O-H]","0","0","1.98","1.66","-3.42","12.58","-3.3","5","2","91.67","2","96.47","38.78"
"CN1C=NC2=C1C(=O)NC(=O)N2C","HMDB02825","S0252","b'Theobromine'","180.0647","179.0569","135.2460663","[M-H]","0","0","-0.46","-0.77","-1.27","9.28","-0.91","3","1","67.23","0","44.93","16.85"
"CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCCC1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O","HMDB02865","L0207","b'Oxytocin'","1006.4365","1005.4287","294.9784429","[M-H]","0","1","-0.69","-5","-4.26","9.5","7.65","13","12","399.53","17","252.11","102.58"
"OC[C@H](O)C(O)[C@H](O)CO","HMDB02917","S0322","b'Xylitol'","152.0685","151.0607","122.3985527","[M-H]","0","0","-2.53","-3.1","0.64","12.76","-3","5","5","101.15","4","32.44","14.4"
"OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","HMDB02923","S0341","b'Isomaltose'","342.1162","341.1084","171.9574688","[M-H]","0","0","-3","-4.7","0.17","11.25","-3","11","8","189.53","4","68.34","31.22"
"OC1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O","HMDB03072","L0443","b'Quinate'","192.0634","191.0556","132.2470519","[M-H]","0","-1","-2.46","-2.7","0.6","3.46","-3.2","6","5","118.22","1","39.71","17.17"
"CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O","HMDB03073","L0366","b'all cis-(6,9,12)-Linolenic acid'","278.2246","277.2168","172.8425708","[M-H]","0","-1","6.59","6.06","-6.04","4.92","NA","2","1","37.3","13","89.64","33.8"
"CN1C(=O)NC2=C(NC(=O)N2)C1=O","HMDB03099","S0254","b'1-Methyluric acid'","182.044","181.0362","129.1791251","[M-H]","0","0","-1.15","-1.3","-1.75","7.67","-6.2","3","3","90.54","0","50.53","15.73"
"[H][C@]12CS[C@@H](CCCCC(=O)NCCCC[C@H](N)C(O)=O)[C@@]1([H])NC(=O)N2","HMDB03134","L0163","b'Biocytin'","372.1831","393.1573","189.7808974","[M+Na-2H]","0","0","-0.69","-2.6","-3.33","2.24","9.53","5","5","133.55","11","94.66","40.19"
"O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O","HMDB03164","S0277","b'Chlorogenic acid'","354.0951","375.0693","173.7872481","[M+Na-2H]","0","-1","0.17","-0.27","-2.01","3.33","-3.2","8","6","164.75","5","83.23","33.42"
"CCCCCC\C=C/CCCCCCCCCC(O)=O","HMDB03231","L0393","b'trans-Vaccenic acid'","282.2559","281.2481","174.9455271","[M-H]","0","-1","7.67","6.78","-6.36","4.95","NA","2","1","37.3","15","87.4","37.1"
"C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O","HMDB03249","S0267","b'Rutin'","610.1534","609.1456","231.0430868","[M-H]","0","-1","0.15","-0.87","-2.24","6.43","-3.7","16","10","265.52","6","140.15","57.08"
"OC(=O)CNC(=O)C1=CN=CC=C1","HMDB03269","S0250","b'Nicotinuric acid'","180.0535","179.0457","138.0751719","[M-H]","0","-1","-0.23","-1.5","-1.6","2.94","3.73","4","2","79.29","3","43.96","16.93"
"OC(=O)C1=CNC2=CC=CC=C12","HMDB03320","S0018","b'Indole-3-carboxylic acid'","161.0477","160.0399","124.5006694","[M-H]","0","-1","1.79","1.73","-1.82","3.52","NA","2","2","53.09","1","44.4","15.96"
"CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N","HMDB03331","L0245","b'1-Methyladenosine'","281.1124","280.1046","159.2134022","[M-H]","0","0","-1.83","-2.1","-1.58","12.45","3.84","8","4","127.19","2","79.1","27.56"
"COC1=C(O)C=CC(=C1)C(CO)OS(O)(=O)=O","HMDB03332","L0228","b'3-Methoxy-4-Hydroxyphenylglycol Sulfate'","264.0304","263.0226","152.9389133","[M-H]","0","-1","-1.18","-1.7","-1.79","-2","-3","6","3","113.29","5","57.27","23.99"
"O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)OC([C@@H]1O)N1C=NC2=C1NC=NC2=O","HMDB03335","L0148","b'Inosine diphosphate (IDP)'","428.0134","427.0056","176.1330726","[M-H]","0","-3","-0.99","-3.6","-2","2.65","1.73","12","6","222.26","6","82.64","33.75"
"NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O","HMDB03351","L0439","b'GDP-glucose'","605.0772","604.0694","208.7249254","[M-H]","0","-1","-1.63","-4.8","-1.88","1.73","-2.7","17","10","327.43","9","118.08","50.1"
"NCCCCC(O)=O","HMDB03355","S0248","b'5-Aminopentanoic acid'","117.079","116.0712","124.4921533","[M-H]","0","0","-2.75","-2.4","0.24","4.65","10.21","3","2","63.32","4","30.06","12.65"
"NCCC[C@@H](N)C(O)=O","HMDB03374","S0310","b'D-Ornithine'","132.0899","131.0821","126.7392132","[M-H]","0","1","-3.64","-3.7","0.11","2.67","10.29","4","3","89.34","4","33.21","13.74"
"OC(=O)[C@H]1CCCN1","HMDB03411","S0043","b'D-Proline'","115.0633","114.0555","122.4897598","[M-H]","0","0","-2.71","-2.6","0.5","1.94","11.33","3","2","49.33","1","28.06","11.39"
"OC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO","HMDB03418","S0280","b'D-Tagatose'","180.0634","179.0556","129.7722017","[M-H]","0","0","-2.23","-3.3","0.35","9.48","-3","6","5","118.22","5","37.56","16.44"
"CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS","HMDB03426","L0426","b'Pantetheine'","278.13","299.1042","164.9398275","[M+Na-2H]","0","0","-0.1","-1.5","-2.83","10.07","-1.5","4","5","98.66","8","70.7","29.33"
"N[C@H](CO)CC1=CN=CN1","HMDB03431","S0192","b'L-Histidinol'","141.0902","140.0824","126.1123419","[M-H]","0","2","-1.27","-1.7","-0.04","13.45","9.41","3","3","74.93","3","38.19","14.74"
"C[C@@H](N)C(=O)N[C@H](C)C(O)=O","HMDB03459","L0229","b'D-Alanyl-D-alanine (D-Ala-D-Ala)'","160.0848","159.077","134.0512488","[M-H]","0","0","-2.64","-3.4","-0.36","3.73","8.39","4","3","92.42","3","37.79","15.66"
"[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO","HMDB03466","S0279","b'L-Gulonic gamma-lactone'","178.0477","177.0399","131.598677","[M-H]","0","0","-2.05","-2.7","0.55","11.62","-3","5","4","107.22","2","34.78","15.56"
"OP(O)(=O)OC1C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1OP(O)(O)=O","HMDB03502","L0430","b'Myo-inositol hexakisphosphate (Phytic acid)'","659.8614","658.8536","193.2929016","[M-H]","0","-12","0.11","-4.5","-1.68","0.14","NA","18","12","400.56","12","101.01","42.76"
"O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O","HMDB03514","L0354","b'Alpha-D-Glucose 1,6-bisphosphate'","339.9961","360.9703","159.1129056","[M+Na-2H]","0","-4","-1.65","-3.2","-1.33","0.89","-3.6","10","7","203.44","5","57.67","24.96"
"OC(=O)CC[C@@](O)(CC(O)=O)C(O)=O","HMDB03518","L0149","b'Homocitrate'","206.0427","205.0349","129.9949337","[M-H]","0","-3","-1.5","-1","-0.03","3.09","-4.1","7","4","132.13","6","40.38","17.44"
"NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1","HMDB03540","L0392","b""Adenosine 3'-monophosphate""","347.0631","346.0553","171.18212","[M-H]","0","-2","-3.14","-4.8","-2","0.87","4.94","10","5","186.07","4","74.07","29.67"
"C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C","HMDB03550","L0420","b'25-hydroxyvitamin D3'","400.3341","399.3263","200.0636535","[M-H]","0","0","6.71","5.65","-5.26","18.38","-0.98","2","2","40.46","6","125.06","50.32"
"OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","HMDB03553","L0322","b'Stachyose'","666.2219","665.2141","221.1192621","[M-H]","0","0","-2.94","-8.1","-0.21","11.63","-3.7","21","14","347.83","11","133.6","61.58"
"CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC1=C(C)C(=O)C2=CC=CC=C2C1=O","HMDB03555","L0162","b'Vitamin K1'","450.3498","449.342","210.9380965","[M-H]","0","0","8.48","9.7","-6.88","NA","-7.2","2","0","34.14","14","142.96","56.8"
"CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12","HMDB03571","L0325","b'Lauroyl-CoA'","949.2823","948.2745","283.178683","[M-H]","0","-4","1.35","-2.3","-2.56","0.83","4.95","17","9","363.63","30","218.24","91.8"
"OC(=O)[C@@H](CC1=CC(O)=C(O)C=C1)OC(=O)\C=C\C1=CC(O)=C(O)C=C1","HMDB03572","L0269","b'Rosmarinic Acid'","360.0845","359.0767","170.2587105","[M-H]","0","-1","2.57","3","-3.95","3.13","-6.3","7","5","144.52","7","90.95","34.55"
"[H][C@@]1(C)NC(=O)N[C@]1([H])CCCCCC(O)=O","HMDB03581","L0170","b'Dethiobiotin'","214.1317","257.0879","162.0644913","[M+2Na-3H]","0","-1","0.72","0.73","-2.23","4.63","-1.8","3","3","78.43","6","54.4","23.15"
"CC1=CC2=C(C=C1C)N=CN2","HMDB03701","S0317","b'Dimethylbenzimidazole'","146.0844","145.0766","127.7282226","[M-H]","0","0","1.88","2.29","-1.85","12.73","6.43","1","1","28.68","0","45.05","16.47"
"OC[C@@]1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","HMDB03971","L0273","b'Beta-D-Fructose 6-phosphate'","260.0297","259.0219","141.0154497","[M-H]","0","-2","-2.11","-2.9","-0.89","1.22","-3.5","8","6","156.91","4","47.23","20.91"
"[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","HMDB04026","S0355","b'21-Hydroxypregnenolone'","332.2351","331.2273","185.8920994","[M-H]","0","0","3.22","2.76","-3.87","13.86","-1.4","3","2","57.53","2","95.46","38.84"
"[H][C@@]12CC[C@H](C(O)=O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","HMDB04031","L0363","b'11beta-Hydroxyprogesterone'","330.2195","311.2011","180.9545362","[M-H2O-H]","0","-1","1.97","2.51","-3.71","4.68","-0.26","4","2","74.6","1","90.75","36.77"
"[H][C@@]12CC[C@H]([C@H](C)[C@H](O)CCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","HMDB04035","S0332","b'22beta-Hydroxycholesterol'","402.3498","401.342","217.7385443","[M-H]","0","0","5.69","5.8","-5.79","18.2","-0.73","2","2","40.46","5","122.21","50.77"
"CNC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","HMDB04044","L0232","b'N6-methyladenosine'","281.1124","280.1046","159.6718512","[M-H]","0","0","-0.64","-1.8","-1.46","12.45","4.89","8","4","125.55","3","68.69","27.59"
