Accession,Symbol,BT549,HS578T,MCF7,MCF7ADR,MDAMB231,MDAMB435,T47D,SF268,SF295,SF539,SNB19,SNB75,U251,COLO205,HCC2998,HCT116,HCT15,HT29,KM12,SW620,CCRFCEM,HL60,K562,MOLT4,RPMI8226,SR,LOXIMVI,M14,MALME3M,SKMEL2,SKMEL28,SKMEL5,UACC257,UACC62,A549,EKVX,H226,H23,H322M,H460,H522,HOP62,HOP92,IGROV1,OVCAR3,OVCAR4,OVCAR5,OVCAR8,SKOV3,DU145,PC3,7860,A498,ACHN,CAKI1,RXF393,SN12C,TK10,UO31
IPI00332278,TMEM55B,0,0,0,388000,0,0,0,0,123030,0,0,0,129760,0,47828,0,0,0,0,0,0,117180,0,0,0,0,0,0,188980,0,0,0,1207300,0,0,15669,174170,0,38309,50239,263280,0,234010,0,0,0,0,0,77619,0,0,0,0,0,0,0,130340,0,0
IPI00332371,PFKL,446130,1475700,8086300,3460300,1627800,495020,2388700,5200100,406020,1165700,2207500,3153300,2058300,635170,3243400,3492400,487770,1349400,625210,582050,211550,5395800,2038400,698870,5311400,173790,110860,28828000,785620,166220,122910,1157200,9727800,4824400,1241300,244940,1421500,1032700,194260,1614400,2001400,115930,66407,811730,343670,7813500,1394000,2068100,2820800,3096600,507630,912470,2924900,1039100,1915300,9376300,2237300,622810,1306400
IPI00332376,UBE2D2,0,0,3038900,139300,0,0,0,0,0,0,0,0,0,437470,0,331000,0,0,0,0,905880,2076800,1269500,198280,864460,0,0,0,139490,0,0,0,0,1285700,544330,0,325610,1202600,0,812080,0,0,378610,0,0,3261000,0,1030000,0,182980,0,0,835410,197960,0,0,0,685010,493240
IPI00332493,PLEKHO2,0,0,0,563870,0,50570,0,83278,0,0,0,92857,0,0,0,0,96737,0,0,0,0,0,0,0,0,911030,0,0,217710,0,85961,0,2189300,0,0,0,58103,0,0,0,40791,0,0,468430,0,0,0,90160,0,0,0,0,0,0,0,0,0,0,0
IPI00332511,PPP2R2A,2995600,973500,200720,263110,1012700,218230,151470,1345300,591320,671340,1086100,1407300,2194900,446720,2230100,963310,903900,2600500,379850,1849000,1645600,472750,2439700,2047700,0,330350,75121,3882900,171920,154890,49186,354490,1550700,3436600,1089200,80980,631680,261300,0,421950,695070,25159,48452,408230,0,350040,134200,1952800,861220,4964800,296380,345900,1771000,253940,606280,2012700,200560,76698,175270
IPI00332552,ZBTB40,0,0,0,0,0,0,0,0,0,0,0,0,58906,0,195160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264.8,0,0,0,0,108610,0,45540,2677.2,0,0
IPI00332828,CES2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87485,0,0,0,0,0,6316500,0,0,0,1877500,0,0,0,0,217460,39538
IPI00332887,SIRPA,0,132220,0,26540,0,59950,0,0,350950,414650,732490,39221,0,0,0,0,0,0,0,0,0,270840,0,0,0,1392500,0,1131200,2495800,59642,2018300,582700,4166900,0,0,1658.2,0,0,0,0,0,25105,0,199210,0,0,0,0,0,14850,0,2149100,0,491080,12882,4945800,0,487400,525220
IPI00333010,CHERP,34067,44677,215980,114860,0,0,0,188050,395320,191540,0,0,242700,61417,669950,12063,44438,554880,117430,0,580750,275530,1161600,906210,702200,0,0,533100,0,12511,20059,906540,813760,242410,34046,0,197520,402080,0,515300,264390,0,317810,12017,0,150360,0,51956,27809,89632,356460,0,0,0,104420,1107900,264780,0,48252
IPI00333015,SPTBN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28580,0,0,22900,0,3198,24636,0,0,11372,0,0,0,0,0,11224,0,0,0,0,0,0,0,0,0,11883,0,0,0,0,0,0,0,0,0,0,9644.4,0,0,0,16242,0,0,7781,3075.5
IPI00333067,HERC4,507930,0,24504,200370,31557,0,0,613900,1298100,0,0,41025,343190,23985,393460,41318,0,442790,0,0,0,0,18833,81416,42780,0,0,747910,26382,0,0,270190,208760,0,108400,118870,247180,690240,0,385260,39600,24787,448930,14924,9963,0,158950,299980,133250,821540,2372300,11564,1470600,94404,169630,988660,2234900,107910,535090
IPI00333068,ARPC1A,407940,184640,258330,1848000,2108100,0,407440,3572600,27581,124040,4345000,1766400,2497300,202160,245210,106670,144510,238120,273350,0,1841100,377770,0,1448100,0,0,344830,0,360780,0,23840,186950,0,703110,0,0,0,439370,223990,178010,96387,234210,287510,0,0,730170,1800200,1990900,1401500,169020,181360,0,522710,124930,292500,673440,0,319190,738680
IPI00333140,DNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00333143,DGKA,0,29077,0,0,0,0,0,0,0,0,0,21732,0,0,0,0,0,0,0,0,13971,0,0,117750,0,0,0,0,0,0,0,0,0,0,0,6054.7,0,0,0,0,0,0,0,0,0,0,0,39668,25393,0,0,0,0,145450,30852,0,0,0,266560
IPI00333197,GCC2,15040,0,81607,141010,0,0,0,26737,14719,0,0,4703.2,33481,57251,160540,0,19051,139830,32197,0,109930,0,72303,53211,45195,0,0,186100,16158,11078,8600.1,68681,549560,108870,91562,0,25261,20141,1762.2,27326,41296,0,0,6189.2,9671.6,0,41887,55524,35448,13825,14718,24441,54875,43600,33869,146040,95108,23063,35677
IPI00333215,TCEA1,4028600,427490,3679400,2185300,1504500,1128800,1092100,0,2473800,2586000,1751000,1359700,2066900,1824700,820850,2374400,127540,4678400,1636200,2293700,7088400,3885900,4661500,4993700,1350000,1019900,1754700,1821500,528860,1485900,24672,6539700,6212100,3235100,2396700,87091,1071500,1910600,624970,2076400,1116300,0,1483700,685510,508920,2671300,3641700,3518600,1535400,6090300,946900,0,1996300,2349700,3851100,2261400,65463,2472700,2559600
IPI00333410,UBE2Q1,0,0,0,0,0,94604,0,0,0,0,0,0,312040,0,64001,0,0,0,0,0,0,0,84175,0,0,0,0,0,0,0,0,559860,0,0,0,53315,0,0,0,0,0,0,0,0,0,0,0,0,21183,151860,0,0,0,0,0,0,0,0,0
IPI00333541,FLNA,76401000,50702000,16873000,38244000,36282000,12910000,14438000,116550000,28467000,57435000,76377000,117270000,57535000,1062200,9425400,6445100,11937000,18736000,15541000,19371000,7059500,61982000,17157000,9163800,7925400,10225000,8654800,134990000,11737000,13204000,1522700,9503300,43879000,21124000,31032000,3027900,38143000,2297700,100430,31535000,5367700,2048200,25438000,24129000,18601000,95772000,13689000,38131000,23101000,51464000,32720000,33085000,127910000,34101000,51075000,104620000,39052000,18477000,27825000
IPI00333559,TLK1,0,0,0,30183,0,0,0,0,0,0,0,0,0,0,0,0,0,33430,14426,0,0,0,0,0,0,31443,0,75745,0,0,15952,0,0,0,0,0,57344,0,0,31344,0,0,0,0,0,0,0,0,0,16774,0,0,0,0,0,101130,0,0,0
IPI00333568,NFYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5383000,0,0,142520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00333753,ITPR1,0,0,27866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308.5,0,0,0,0,4881.8,0,6198.2,0,0,0,0,0,0,0,0,0,31159,0,0,0,0,0,0,971.57,0,0,0,2917.1,0,0
IPI00333763,GLRX5,9681500,73675,12443000,2446100,2722400,2150100,2096600,1996800,385470,258160,0,229570,390330,2441400,1035000,1173000,42078,1039400,1158300,947280,495440,3606100,1727400,0,1037100,6617600,2730800,3004200,1056100,0,729010,381220,362480,27601000,1144700,507770,1371600,0,2905600,11351000,3339000,758700,4519900,0,0,12696000,526100,4227400,1914000,4860500,16873000,18603,1764000,1409200,448710,285920,75357,2423100,2679100
IPI00333770,DOCK10,0,0,0,0,0,0,0,112530,52433,0,0,0,0,0,0,0,0,14849,0,0,45386,0,0,13610,0,8457,0,152480,4888,0,22335,29509,209950,245240,0,0,57271,0,0,29053,0,4507.2,0,22912,0,0,0,0,0,0,0,0,15915,0,4107,212110,2639.9,0,0
IPI00333771,CALD1,0,12898000,0,1630500,149200,982670,0,64892,3172800,4282500,12911000,4336700,1597700,0,0,67562,0,0,313170,478320,0,0,685420,0,0,409760,0,1765700,642390,66248,6170.1,2858000,646060,884530,454090,0,173870,0,0,366710,412980,0,346100,0,95356,11640000,0,849260,0,0,0,1444700,1517100,286580,1034600,6861900,0,21770,468320
IPI00333838,ACOT1,2587100,742460,0,2403700,541710,61691,2451600,58716,0,3051900,662440,591950,303610,68690,9804000,0,73878,55806,651340,1591600,375540,251090,0,0,0,1827900,257210,0,9090900,25240,416280,11685000,4579100,3630800,2303400,227020,6688300,1306400,1821400,2072700,4095900,307070,4826900,224260,6729.4,158560,457790,209970,1159400,2407900,427680,0,0,957840,665220,1699700,19630,365490,690600
IPI00333908,CCDC91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546290,0,0,0
IPI00333913,NBAS,0,0,45527,14899,22625,8707.9,26721,167470,28978,66746,83279,18413,35961,8050,60848,10471,7714.8,10610,44204,22198,30802,68193,37387,115410,20807,6025.1,22451,68108,20806,13729,2815.7,63420,106480,598780,15504,2271.5,159350,11749,1224.9,115530,6144.1,3351.8,28694,41799,14776,41139,88693,0,20947,54301,16334,0,28320,1155.3,23325,20102,74675,2938.6,29469
IPI00334058,PPAP2C,0,0,5130.6,0,0,42534,0,18461,364720,49379,0,0,63699,299500,680080,0,0,305990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134860,0,0,83339,0,0,0,0,0,0,108650,192160,151770,0,0,0,0,0,0,0,0,56408,0
IPI00334159,VBP1,630490,0,4441100,2550100,1841700,892310,2591400,7548900,3686500,1082400,1334000,148070,3535600,1770900,741480,2500100,537250,4981100,1831000,5066800,3790900,3124200,3205700,4728500,3282400,1315100,1606600,12442000,389960,144980,0,1591700,1625600,6471100,1181200,446260,654100,2092600,262430,3941100,2371900,145260,392040,390620,116360,2932800,2168000,6407300,642450,3796900,9643300,198400,2144800,687510,1983700,945910,4721600,506150,1718400
IPI00334190,STOML2,7560300,344870,5176500,28930000,8235800,3764000,1349100,9126000,4821700,4841400,8491600,3345700,9834900,1534500,7689600,3439900,1626000,6094500,2777600,12555000,3551000,14202000,613000,5619500,3229600,2677900,5498600,8323100,2686700,1984400,3142000,7583000,10358000,18835000,1503700,387430,1490800,2263000,5102300,5613700,6580000,1590300,4844800,3244800,45995,12658000,6268800,3115000,12315000,20382000,2975800,0,8420200,3534500,2123600,2324700,180550,803440,1982600
IPI00334282,FAM3C,1318500,2364500,2028900,371030,6059800,2024200,983400,2506800,8820300,2210400,10653000,844450,8034900,1071800,653110,5829500,844250,8187300,1445700,3061900,207060,0,102760,278670,2601500,2534900,689070,16215000,3292800,1179200,498560,4195300,5637800,7717100,1236400,523270,3068400,1141600,3252100,3937500,577860,1757200,3196400,517650,2371100,28901000,23080000,0,2975600,2960200,2629900,1590400,5356500,1841700,6494000,5133900,1723700,1049600,2618100
IPI00334453,TMEM179B,0,0,0,0,0,0,0,0,0,241710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458510,0,0,0,0,0,0,836070,0,0,13995,0,0,0,0,0,0,0,0,0,0,0,0,268130,0,0,0,0,0,515920,0,0,0,0
IPI00334532,L1CAM,0,176540,143680,2085300,254680,0,246150,1748700,102940,462610,384470,7357600,0,0,0,0,0,0,188120,404480,0,0,0,0,0,1312900,25114,0,4721700,988970,110320,3198000,6414100,149390,0,0,766350,15816,0,1341500,70228,86154,362260,68120,599180,8062000,0,1062900,440870,0,0,0,177280,981280,7020800,2830300,0,0,488600
IPI00334557,NR4A3,0,0,0,0,0,0,0,8296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00334587,HNRNPAB,3047700,955260,9078700,4210800,3192900,1585800,1098600,27677000,3035700,3329600,8238700,1275600,2251000,3042200,1710400,709260,381430,2824400,860710,1953300,872020,12158000,1704000,2636700,1223100,1266400,3018000,13257000,2831200,439480,798370,1189000,1808300,15015000,2528000,104510,3920100,1766100,2430500,2320900,4018400,1264000,4249700,462300,470280,10209000,7478600,1561400,969020,1251100,9840400,2497.3,2582700,1528200,1207000,776260,381350,552020,321260
IPI00334715,ARHGAP35,0,14841,70621,0,0,0,5435.7,30797,73321,0,16421,0,103200,0,0,2744.9,13564,46725,1599.3,0,67037,0,9963,127260,0,0,0,170580,0,0,0,9830.7,0,0,0,0,56302,2956.4,0,881920,21239,0,0,3183.3,0,19580,0,0,14951,0,13994,0,17602,0,0,447830,31224,3699.9,17566
IPI00334756,CASP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804,0,0,0,0,0,55795,0,44895,0,90500,0,0,0,0,0,0,0,0,0,0,4966.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00334846,FTSJD1,0,0,26466,0,0,0,0,0,0,0,0,0,0,25955,0,15823,0,0,26783,0,0,0,0,0,0,0,0,0,0,0,0,0,10421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150680,13975,0,0,0,0,0
IPI00334907,PITPNB,1573400,940240,1530200,5258000,3530700,410680,146110,4625400,2456300,1275700,2776000,4872200,3077500,1210100,3205500,1945100,666370,4011600,1159200,5801000,2994100,6204200,2758700,0,6178300,1275400,245270,26080000,1267400,651440,174310,6596400,2103100,5596300,0,180980,1161300,1327000,138720,1050100,1984300,33193,697220,151260,183790,833780,3565400,7421100,958170,2258900,2176700,0,901100,1231800,820840,6406000,1824800,830260,1648400
IPI00334914,TRMT1L,73092,35732,0,0,0,0,0,34441,0,77107,0,0,0,0,0,0,0,0,0,195500,0,0,25172,0,0,0,0,0,45901,0,0,0,17413,0,0,43668,0,0,0,0,0,2704.8,0,16981,59173,0,0,0,0,0,0,58544,0,0,0,0,0,0,0
IPI00335001, ,0,72834,944680,4233500,1657800,788720,350730,991540,260170,0,0,489770,389520,580370,140070,840790,25388,1911100,997180,1245900,2666700,1808800,1150000,1278100,476600,539000,396250,3100900,265150,0,38169,488080,99214,716340,0,98866,0,2364600,41765,1705100,1227700,372640,442350,0,0,820410,0,4819800,292690,3604200,4381900,0,2248200,909340,0,423130,114800,1679300,164480
IPI00335101,RPS6KA5,0,8984.7,75302,96092,0,22377,25772,47656,0,0,0,7367.6,0,0,70193,29087,10766,97847,11455,0,0,0,0,0,0,0,36976,2124200,269460,0,40393,329980,1668600,0,0,29348,24853,0,7057.8,63349,0,31099,0,180730,4752.4,0,85040,0,0,118780,130650,38386,126410,0,61351,369420,105670,11765,0
IPI00335168,MYL6,0,0,0,181740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115490,0,0,76903,0,0,0,0,280960,0,0,0,0,0,0,0,0,243610,0,105300,0,0,473420,0,0,0,0,0,0,0,0
IPI00335277,SYPL1,3535200,2217000,6391100,255080,4115400,1441400,1185200,2020500,6545700,1330300,15532000,4262900,4319600,2503400,7838500,1242900,486780,6561300,461990,1878800,2857400,2378100,1036200,4561900,2472200,4472000,1344300,16101000,7502600,1268400,83012,7765900,6530800,11583000,1705100,1003300,3477600,1102000,346510,2832200,522140,58558,7413400,1695300,805970,25399000,2996000,274010,3322500,5059200,3246100,166140,6920300,3369500,2404800,6195100,2274800,2435700,1211500
IPI00335280, ,0,486140,2636500,248710,1256400,1861100,2129400,11721000,1392200,102140,2439700,183840,651190,1123600,239550,1754800,881210,2683400,1924700,3805500,1345700,2328200,1437500,6192600,3102900,1070500,1214300,10619000,878760,0,423890,1604100,2181700,7161100,671960,172020,288780,1485400,874120,1505400,271790,491090,255570,634480,111090,4094200,5766700,737670,616660,474320,2158300,181660,1663600,1321700,0,2582600,1529400,1841600,1619000
IPI00335385,DCPS,1010100,218580,275340,990790,3247600,3316900,2359500,202140,469700,983080,4190500,2167800,1135200,1679500,451560,632360,77516,2257900,419390,3469900,3790700,1000500,229100,2498100,5296600,630540,633360,13641000,1622000,479000,149430,1773900,3689200,14371000,622180,40633,628020,1263900,1248300,1389500,2188300,342350,1040000,1441400,200530,1127900,3125100,164960,339240,3079100,924120,0,271520,201030,95708,1312900,572780,47537,1239900
IPI00335437,ANKZF1,0,0,0,0,0,0,0,0,0,0,0,0,43658,0,0,0,0,0,0,0,0,0,44362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16339,0
IPI00335509,DPYSL5,0,0,587050,0,0,0,0,509730,342790,0,174440,0,0,0,0,162780,0,0,200550,0,0,0,0,0,1505400,0,0,960480,89681,0,0,0,0,0,0,4880.1,0,93701,0,0,908960,0,0,0,0,0,0,0,36383,305490,290940,0,0,0,0,0,0,127690,45598
IPI00335541,TIMELESS,0,0,518340,365200,3444.4,0,24931,0,0,0,0,0,11192,51704,36148,137630,62950,0,382110,744650,349700,0,66663,669730,46815,0,3249.7,257450,3086.3,20824,1809.2,57791,0,0,125960,6212.4,19371,103260,0,462860,25021,1304.7,0,2724.6,4099.1,0,0,0,3959.6,217770,0,0,0,0,0,8680.2,15212,14124,0
IPI00335589,RNMTL1,0,0,0,0,0,0,0,0,13630,0,0,0,0,0,0,0,0,0,20325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00335711,DNAH11,0,0,0,0,0,0,0,0,0,10812,23881,0,0,0,0,0,0,35519,0,0,2340.9,12019,0,0,0,0,0,0,0,0,31757,8999.7,0,0,0,1480.3,28270,0,0,0,0,0,0,0,39410,0,0,13933,0,0,0,0,0,4159.2,0,0,0,0,0
IPI00335939,PGBD2,0,0,0,0,0,0,0,0,0,0,0,0,204560,0,16422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00335946,FAM120B,0,0,29527,0,0,0,0,0,0,0,0,0,80407,0,12448,24927,0,0,0,0,0,0,36197,0,16838,0,0,0,0,0,0,0,0,68959,0,0,17870,0,0,0,0,0,46136,0,12281,0,0,19648,0,0,17526,0,0,0,0,37252,0,0,0
IPI00336008,ALDH5A1,0,0,956810,2000900,0,0,359540,0,0,68467,2216100,0,330660,28935,0,81848,436570,59738,397870,1273900,141630,0,131690,431370,0,107590,0,0,1270500,44348,0,94121,3330000,0,678100,68740,124570,0,1769700,583980,3445100,66065,215580,0,41829,2973600,0,1310100,994940,449080,0,0,109800,0,268670,0,0,0,0
IPI00336016,CARS2,649690,1215100,0,0,0,0,0,0,1579800,3157700,3536500,516870,588330,368110,65065,0,0,388230,519220,536150,95318,5492200,0,0,0,98776,0,1496200,0,246420,21751,0,4645400,275100,274870,9033.4,2882700,0,0,1190500,0,0,4533700,27767,50762,8531200,125850,1067100,765870,0,81523,0,1806100,0,0,1562200,423680,2299800,69219
IPI00336034,STX2,0,0,0,0,0,0,0,0,182440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136710,0,0,0,28534,0,0,0,0,0,0,0,74315,0,50440,0,0,31217,0,0,49176,0,0
IPI00336081,MYLK (includes EG:107589),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36374,0,0,0,0
IPI00337306,GRK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00337371,HACE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00337386,PRPF40A,638710,803430,3513300,566360,234510,310040,86593,1598600,2856300,1479200,2655100,767500,2798200,527720,2700600,363110,591990,1120600,364380,454160,1192100,1273700,2514700,1042100,1694800,1416000,119310,1648700,322880,320510,43632,2138900,7490300,1696400,308520,41779,1632000,1927200,20796,2501700,1848900,97199,1505700,169840,376530,3588100,709480,314520,930770,1034300,2525600,183050,637780,645880,1265600,5420700,1900300,154380,329990
IPI00337392,C19orf33,0,0,0,6736200,635260,0,0,0,0,0,0,0,0,0,382340,0,126580,3669000,0,0,0,0,0,0,0,0,0,0,0,127400,0,0,0,0,0,0,2844400,0,217850,0,0,0,610170,0,1077100,0,0,733560,924390,3540400,497860,0,325490,498050,0,0,737020,1652700,0
IPI00337397,NUP98,65176,98247,324560,524710,6554.9,0,26274,100430,291710,118440,714880,209450,291560,94699,190630,170110,54974,207350,345320,357740,36074,146660,343830,40082,293740,22021,6177.9,553110,58143,68537,20141,322850,1537200,751130,324590,12078,392890,169240,38682,473000,535280,6032.7,77374,75082,52649,410580,250160,344000,55163,67449,921330,73382,39266,137090,255050,657190,595590,79041,70735
IPI00337415,GNAI1,147820,0,0,99889,0,0,0,360310,604940,258320,699830,273040,357600,0,0,1518800,0,0,290170,1816400,0,0,0,0,0,0,0,1257800,484950,3723200,37415,654530,274470,0,1212700,25340,229950,19394,922920,738040,0,273170,559900,6911.2,47870,1446700,0,157020,211130,195130,36405,0,715280,459160,0,530510,0,101840,1510100
IPI00337439,TK2,0,0,0,48974,0,0,0,0,44776,0,0,0,0,0,0,0,0,0,116870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26952,52136,0,0,0,0,2348.2,76610,0,0,0,135580,0,0,83454,0,0,0,0,37240,0,0,0,129690
IPI00337494,SLC25A24,6246000,2109600,2973000,5071800,13818000,214670,607040,1061600,720990,3667100,4223400,1612700,2748400,31876,9676700,317500,320010,3449300,279970,1106300,147040,0,52095,286820,0,1969400,2631900,3448200,770780,246480,402330,602220,7404900,3663400,543040,604120,16127000,258330,811380,1765200,3435000,501780,9241700,724010,35310,3538300,4471800,4810100,4477000,1607500,2491200,1383000,2799400,2013700,4736600,7512000,580990,4877600,2933100
IPI00337495,PLOD2,1576100,17284000,208030,4402400,495000,7545.2,326900,4063000,109220,49698000,8494400,7578600,33900000,0,0,12853,35546,95508,0,0,0,0,136520,0,0,44710,118150,5382200,0,5564,211230,209490,186260,3868100,1975100,323380,64647000,0,6984.1,326650,0,691110,991750,295650,269020,2422000,207550,3082700,901830,5827300,674030,2034100,34573000,660570,6972500,118010000,510600,588180,5031300
IPI00337541,NNT,5366900,1504200,1721900,3044600,1731400,4096000,1860800,1640700,4373300,2843600,5461800,2449800,2509600,1094000,1293300,0,491550,730730,3601300,7128700,1509400,7249500,1356600,3402600,5039300,10363000,12190,19924000,8293100,0,222410,27732000,49680000,8316400,408890,123190,0,68270,0,1829100,4710200,6843.5,16077000,308600,659370,7277700,4067200,1501000,96648,2658300,505790,579150,22922,928920,3506800,330190,1490400,882170,1723000
IPI00337544,PDE4DIP,0,0,0,0,0,0,0,29045,41768,0,1569600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65539,0,0,0,0,0,4107,0,0,0,0,1944.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00337549,OSGIN1,0,0,0,331030,0,0,0,0,0,0,0,0,0,0,0,0,0,200400,0,0,0,0,0,0,0,0,0,0,0,0,0,82456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00337556,MDP1,0,78286,434510,162110,266550,97219,307250,0,0,0,0,0,0,0,0,0,0,0,195450,0,677090,503560,0,262120,486840,286410,0,0,58750,0,0,0,111230,0,0,0,0,59089,0,0,89641,0,0,0,68533,0,196820,178710,0,0,0,0,0,0,0,0,0,0,0
IPI00337574,ANKRD39,0,0,397310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94618,0,0,0,0,0,513070,0,0,0,32620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91354,0,0,54314,0,0,0,0,0,0,0,0
IPI00337608,RNF115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106740,0,0,0,0,0,0,0,0
IPI00337671,PSEN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00337772,HMMR,0,0,0,259380,84714,0,0,0,16599,0,0,0,0,0,129050,5870.3,3977.8,0,21246,0,0,171730,692020,0,263640,0,0,445500,0,0,0,0,0,0,0,0,0,11505,0,0,20362,32878,85954,20514,0,0,0,259080,25561,0,82053,79894,319730,0,309170,1597700,0,0,68268
IPI00337775,PAIP1,584140,302770,350090,0,783700,305440,826200,683830,700030,200750,2267000,799640,584980,247450,149370,773720,280250,249360,795560,1215200,713280,0,918600,364110,0,820700,0,3807900,1162800,0,0,8290700,2022100,747220,45126,2458.9,148580,854970,0,905570,382760,34196,0,762.06,0,0,0,1078000,236360,936760,1742400,0,244690,0,586950,1972700,520960,0,441630
IPI00337800,DAAM1,28249,0,49514,0,0,0,0,0,0,0,0,0,22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6547,27327,60318,0,0,0,0,0,0,0,0,0,0,6884.2,0,0,20417,0,0,0,0,0,27918,0,0,0,12566,0,0
IPI00339269,HSPA6,26936000,12511000,8522600,16820000,16955000,13585000,9160500,7315400,8435200,13357000,28226000,4371800,983210,3558800,13522000,4941900,1919000,11203000,4433300,25781000,1347700,41118000,18666000,1888800,11802000,19787000,8324700,2277900,4178900,2793300,213720,17711000,38878000,29377000,24152000,137400,12479000,5652500,436310,12892000,5891900,38894,6173600,474730,1802100,25408000,1649500,10663000,11235000,14492000,16395000,8199700,12555000,5321000,5226700,20799000,17505000,5150600,2736500
IPI00339297,GALNT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840750,0,0,60151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587340,0,0,0,0,0,337130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136030,0,0
IPI00339320,KANK1,0,0,0,0,0,0,0,2196.8,0,0,0,0,0,0,0,0,0,0,0,0,0,52242,0,0,0,0,0,73200,0,0,21164,0,62229,73347,0,0,0,0,0,0,0,0,0,3885.6,0,36472,0,0,0,0,0,0,0,0,0,0,0,0,0
IPI00339381,HLTF,0,0,357730,256620,0,105590,0,112180,0,27529,45482,643.05,96243,0,0,41792,0,0,0,0,107870,0,56036,49040,0,6589,0,638890,10426,0,67716,502380,138950,452080,0,0,0,236140,0,23358,0,10010,52978,22512,21973,44246,0,63096,0,324670,298630,0,18023,0,0,278990,104980,0,35025
